Chromosome	startPosition	endPosition	typeNotZero	nrOfStateA	nrOfStateB	nrOfStateC	stateAToA	stateBToB	stateCToC	stateAToB	stateAToC	stateBToA	stateBToC	stateCToA	stateCToB	nrOfPolyType1	nrOfPolyType2	nrOfPolyType3	nrOfPolyType1And2	nrOfPolyType1And3	nrOfPolyType2And3	
1	54198354	54315008	208	14	3	1	12	1	0	1	1	1	0	0	1	250	77	79	1	1	3	
1	54315266	54433610	208	0	26	1	0	24	0	0	0	0	1	0	1	206	108	40	1	1	0	
1	54433641	54567124	156	0	6	0	0	5	0	0	0	0	0	0	0	168	295	36	14	14	1	
1	54567171	54694607	194	0	14	0	0	13	0	0	0	0	0	0	0	256	32	21	2	2	0	
1	54694759	54817721	240	7	29	1	5	26	0	1	1	2	0	0	1	232	15	19	1	1	1	
1	54817768	54940098	243	6	10	0	5	9	0	0	0	1	0	0	0	281	62	24	4	4	1	
1	54940173	55071993	198	3	9	39	0	7	37	1	2	2	0	1	0	190	24	36	3	3	2	
1	55072019	55160092	311	25	11	6	21	9	3	1	2	2	0	2	1	362	62	135	8	8	6	
1	55160143	55263277	250	16	82	2	14	81	0	1	1	0	1	1	0	176	99	102	4	4	2	
1	55263283	55335768	247	10	35	4	6	30	2	3	1	3	1	0	2	229	47	139	3	3	2	
1	55335826	55402791	246	2	15	4	1	13	2	0	0	1	1	0	2	297	24	218	1	1	0	
1	55402935	55492906	335	2	53	5	0	49	2	0	1	2	2	0	3	344	4	81	0	0	1	
1	55492988	55574296	198	13	10	14	9	6	13	3	1	3	0	0	1	192	3	212	0	0	1	
1	55574445	55675123	263	1	30	3	0	26	1	1	0	1	2	0	2	311	3	138	3	3	2	
1	55675411	55762807	251	11	9	7	8	4	4	3	0	2	3	1	1	274	19	79	1	1	0	
1	55762818	55852080	261	16	23	3	13	20	0	0	2	2	1	0	3	301	13	55	1	1	0	
1	55852112	55944080	241	9	57	1	6	54	0	3	0	2	1	0	0	202	14	34	0	0	0	
1	55944136	56098625	233	4	21	4	1	15	0	2	1	3	2	0	4	253	19	16	0	0	1	
1	56098681	56202950	227	1	80	10	0	74	6	1	0	1	4	0	4	128	6	8	1	1	0	
1	56202957	56293164	178	17	20	13	13	14	8	2	2	2	3	2	3	176	16	28	0	0	0	
1	56293354	56383034	240	15	22	7	8	19	2	3	4	1	1	5	0	240	10	70	1	1	1	
1	56383120	56502152	233	29	20	7	24	15	3	3	2	3	2	2	1	254	180	5	40	40	0	
1	56502220	56608892	247	1	6	2	0	5	0	0	1	0	0	1	1	312	68	27	8	8	1	
1	56608907	56728627	240	10	10	1	7	5	0	3	0	3	1	0	1	284	27	61	2	2	3	
1	56728664	56813570	215	1	15	3	0	12	1	1	0	1	2	0	1	261	93	84	17	17	3	
1	56813611	56909158	235	6	6	2	4	3	0	2	0	1	2	1	0	282	52	121	3	3	1	
1	56909177	57004692	280	2	14	3	0	11	1	2	0	0	2	1	1	334	60	199	4	4	2	
1	57004716	57080839	163	5	19	11	3	11	6	2	0	2	5	0	5	147	135	147	4	4	10	
1	57080873	57172825	203	9	33	18	3	27	12	2	4	3	2	2	4	158	24	46	2	2	0	
1	57172939	57237720	244	4	9	9	2	6	7	0	1	2	1	0	2	329	198	21	25	25	1	
1	57237747	57337344	211	1	48	4	0	44	1	0	1	1	2	0	3	192	58	27	12	12	1	
1	57337356	57441909	218	1	34	14	0	31	13	1	0	1	1	0	1	206	34	22	2	2	2	
1	57441950	57518045	239	4	19	9	2	16	6	2	0	0	2	2	1	249	53	118	1	1	0	
1	57518059	57611333	245	8	30	7	3	25	4	2	2	4	1	1	2	297	68	24	12	12	0	
1	57611357	57726336	245	0	23	3	0	20	1	0	0	0	2	0	2	257	21	93	1	1	0	
1	57726392	57820904	213	0	34	2	0	32	0	0	0	0	2	0	1	198	25	168	0	0	0	
1	57820947	57917124	186	0	1	10	0	0	9	0	0	0	0	0	1	255	35	153	2	2	0	
1	57917223	58015730	135	0	28	31	0	25	28	0	0	0	3	0	2	121	46	42	1	1	2	
1	58015820	58104759	290	3	2	0	1	0	0	2	0	1	0	0	0	344	83	196	18	18	11	
1	58104799	58184693	203	5	8	2	4	6	1	1	0	1	1	0	0	194	43	129	3	3	3	
1	58184718	58266724	203	3	18	20	0	13	12	0	3	0	4	3	5	243	95	30	16	16	4	
1	58266979	58354056	232	3	8	1	1	6	0	0	1	2	0	0	1	265	52	141	7	7	7	
1	58354064	58428608	193	4	37	16	1	33	13	3	0	1	3	1	1	165	21	95	0	0	0	
1	58428644	58511416	219	5	9	8	3	6	6	2	0	1	1	1	1	240	20	26	1	1	0	
1	58511686	58604146	213	2	17	2	1	15	0	0	1	1	1	0	1	226	105	250	13	13	35	
1	58604350	58690721	273	2	82	10	1	75	3	0	1	1	6	0	6	212	29	64	2	2	4	
1	58690753	58783214	174	5	26	19	1	18	13	2	2	3	4	1	5	99	47	181	1	1	1	
1	58783304	58903194	247	7	24	3	4	18	0	3	0	2	3	0	3	250	8	109	1	1	1	
1	58903207	58990218	197	6	51	6	0	45	2	5	1	3	3	2	1	116	6	37	0	0	0	
1	58990316	59075960	235	4	7	10	3	5	9	1	0	1	1	0	0	306	7	55	1	1	0	
1	59076015	59151754	232	9	28	7	4	22	2	2	3	4	2	1	3	270	21	59	2	2	0	
1	59152148	59250482	248	4	18	1	2	16	0	1	0	1	1	1	0	279	36	45	1	1	2	
1	59250652	59333121	207	13	14	4	8	9	0	2	2	3	2	2	2	181	27	158	2	2	1	
1	59333177	59413042	272	1	14	20	0	12	17	0	1	0	1	1	2	319	17	160	0	0	0	
1	59413241	59495437	268	3	35	1	1	33	0	1	1	2	0	0	0	298	154	65	24	24	11	
1	59495465	59602277	246	7	41	4	6	37	0	0	1	1	3	0	3	234	37	18	5	5	4	
1	59602278	59678425	252	19	9	17	17	5	13	1	1	1	3	1	2	314	18	12	3	3	2	
1	59678503	59756926	287	5	11	18	2	6	13	1	2	3	2	0	4	339	20	28	0	0	0	
1	59756960	59839760	297	7	9	2	5	6	0	2	0	0	2	2	0	356	33	173	4	4	4	
1	59839802	59906265	268	13	12	3	10	9	1	2	0	1	2	1	1	369	14	107	1	1	2	
1	59906282	59998120	293	24	7	6	19	3	5	3	1	4	0	0	1	346	13	142	3	3	0	
1	59998149	60070188	260	7	19	31	5	16	27	1	1	0	3	1	2	293	15	59	3	3	0	
1	60070330	60155972	258	12	12	6	9	9	2	0	2	2	1	1	3	282	5	79	0	0	0	
1	60155985	60237981	206	19	18	1	13	11	0	6	0	5	1	0	1	174	18	31	0	0	1	
1	60238094	60325684	301	8	24	13	5	20	9	2	1	1	3	2	1	292	14	28	0	0	0	
1	60325698	60406326	214	35	26	24	27	16	17	4	3	6	4	1	6	98	116	35	8	8	0	
1	60406368	60478996	279	14	94	2	10	90	0	3	0	2	2	2	0	123	35	74	1	1	0	
1	60479058	60549481	287	18	31	4	14	25	0	3	0	2	4	1	3	301	40	66	2	2	2	
1	60549647	60614094	228	31	19	7	25	14	2	2	4	3	1	2	3	193	149	87	23	23	0	
1	60614139	60678660	317	0	14	6	0	13	5	0	0	0	1	0	0	393	53	32	5	5	0	
1	60678662	60751807	275	18	19	10	15	16	8	2	1	2	0	1	1	338	186	32	74	74	4	
1	60751827	60835289	288	23	7	1	19	4	0	2	1	3	0	1	0	296	49	111	1	1	0	
1	60835293	60949848	205	29	5	10	27	2	7	0	2	1	1	0	3	198	74	49	2	2	0	
1	60949874	61050907	248	39	8	4	35	5	1	1	3	2	0	1	2	196	33	141	2	2	0	
1	61050930	61122376	295	20	17	33	15	13	28	1	4	2	1	3	2	277	21	20	5	5	0	
1	61122415	61202797	286	4	19	1	1	16	0	2	0	2	1	0	1	321	31	217	1	1	1	
1	61202798	61291539	304	18	31	8	14	26	4	3	1	2	3	1	2	324	79	30	27	27	1	
1	61291544	61371961	296	4	7	11	1	4	8	0	2	2	1	1	2	378	43	17	2	2	0	
1	61371974	61459412	286	6	9	2	3	6	0	1	2	2	0	0	2	360	51	99	7	7	2	
1	61459547	61558929	214	1	8	6	0	6	4	0	1	1	1	0	1	189	74	175	6	6	7	
1	61558994	61663772	282	0	12	0	0	11	0	0	0	0	0	0	0	252	21	143	1	1	0	
1	61663908	61767800	271	2	14	1	1	12	0	1	0	0	1	0	1	303	39	152	6	6	1	
1	61767859	61869966	298	10	11	3	7	8	1	1	1	2	1	1	1	288	37	70	7	7	2	
1	61869988	61943089	262	9	23	0	8	22	0	1	0	0	0	0	0	280	57	79	0	0	1	
1	61943146	62009644	256	20	46	13	13	35	5	5	2	5	6	2	5	162	41	38	2	2	0	
1	62010242	62082332	203	0	37	16	0	30	10	0	0	0	6	0	6	190	62	78	1	1	0	
1	62082412	62169787	264	34	7	1	31	5	0	2	0	2	0	1	0	190	36	184	3	3	2	
1	62169868	62249403	224	30	30	10	25	26	7	3	2	3	1	1	1	148	53	157	3	3	4	
1	62249426	62369484	199	7	23	6	2	17	2	4	1	3	2	2	2	219	24	45	1	1	0	
1	62370026	62457497	254	14	35	2	10	29	0	4	0	3	2	1	1	195	87	45	2	2	0	
1	62457541	62533424	313	12	14	1	9	10	0	2	0	3	1	0	1	334	21	39	1	1	0	
1	62533626	62627630	291	8	64	9	5	60	5	1	2	1	2	1	3	218	20	44	1	1	1	
1	62627714	62720886	179	4	10	6	1	7	3	2	1	1	2	2	0	150	13	163	2	2	1	
1	62721089	62813676	160	1	8	4	0	4	2	1	0	1	2	0	2	132	44	233	0	0	6	
1	62813727	62913126	119	13	10	5	11	7	3	1	1	1	1	1	1	50	36	124	0	0	0	
1	62913188	63018524	154	22	40	8	16	34	3	3	3	3	2	3	2	58	4	27	0	0	0	
1	63018633	63120328	217	20	24	13	13	17	6	2	4	4	3	2	5	137	11	58	1	1	1	
1	63120569	63248324	263	14	23	1	8	19	0	4	1	4	0	1	0	189	5	135	0	0	2	
1	63248465	63363770	272	9	23	3	6	20	0	0	2	2	1	1	2	263	1	69	1	1	0	
1	63363890	63458563	186	21	21	12	15	11	7	5	1	5	4	0	5	115	11	66	2	2	1	
1	63458578	63554778	182	8	25	1	3	20	0	3	1	5	0	0	1	136	36	111	2	2	4	
1	63555150	63648581	170	30	8	6	22	3	4	5	2	5	0	2	0	169	56	62	5	5	5	
1	63648868	63751248	201	21	33	14	13	25	4	3	5	3	4	5	5	130	47	14	2	2	0	
1	63751258	63852436	229	82	14	33	76	9	28	2	4	4	1	2	2	113	19	38	3	3	2	
1	63852445	63950251	201	12	55	19	4	39	8	7	1	6	10	1	9	61	19	36	1	1	0	
1	63950407	64139478	242	14	15	19	7	10	15	3	3	4	1	3	1	273	16	25	1	1	0	
1	64139480	64208548	208	22	12	29	18	6	24	3	1	1	4	2	3	233	40	26	3	3	2	
1	64208594	64298383	222	17	6	0	11	1	0	5	0	5	0	0	0	179	38	239	3	3	2	
1	64298389	64386195	189	13	14	41	8	7	31	0	5	2	5	3	6	198	25	82	0	0	1	
1	64386284	64451962	183	9	37	6	5	31	4	4	0	4	2	0	1	94	40	212	0	0	5	
1	64452018	64531943	176	15	28	9	11	22	4	2	2	3	3	1	3	145	50	170	4	4	6	
1	64531996	64652717	149	2	2	23	1	1	22	0	1	1	0	0	0	123	41	39	0	0	0	
1	64652854	64776911	117	1	13	17	0	11	15	1	0	1	1	0	1	49	54	30	1	1	0	
1	64776962	64876753	166	18	12	6	12	8	2	3	3	3	0	3	1	181	122	59	18	18	5	
1	64876855	64979955	126	4	8	15	2	5	11	1	1	0	2	2	2	128	33	69	1	1	0	
1	64980032	65073353	156	2	6	15	0	4	12	0	1	1	1	1	2	150	31	111	3	3	1	
1	65073699	65157324	193	12	20	1	7	14	0	4	0	5	1	0	1	174	52	104	6	6	0	
1	65157484	65237288	243	8	36	15	6	28	9	1	1	2	5	0	6	177	87	39	3	3	2	
1	65237541	65317171	244	23	11	10	17	5	5	3	3	3	2	2	3	204	86	10	8	8	1	
1	65317194	65401695	266	47	8	1	44	5	0	2	0	2	1	1	0	194	26	180	0	0	2	
1	65401867	65499879	259	11	5	7	9	3	4	1	1	0	2	1	1	310	24	59	4	4	0	
1	65499887	65605729	298	3	46	0	1	45	0	1	0	1	0	0	0	266	58	7	4	4	1	
1	65605925	65708294	345	2	57	1	0	54	0	2	0	1	1	0	1	303	60	16	2	2	0	
1	65708392	65777274	294	6	20	3	3	17	1	2	1	2	0	1	1	319	44	12	7	7	1	
1	65777315	65845197	299	9	21	10	4	17	5	2	3	1	2	3	2	309	51	76	6	6	2	
1	65845286	65919123	234	4	41	3	0	37	2	3	1	3	0	1	0	177	191	111	4	4	5	
1	65919206	65996639	261	3	9	13	1	6	10	1	1	1	1	1	2	306	46	24	3	3	0	
1	65996655	66079235	270	14	16	10	11	11	6	2	1	2	3	1	2	254	3	84	0	0	0	
1	66079253	66145194	255	15	6	5	10	1	1	4	0	1	4	3	1	294	131	8	21	21	0	
1	66145286	66229879	227	7	14	2	4	10	0	1	2	3	0	0	2	234	25	145	0	0	1	
1	66230031	66331539	225	4	0	4	2	0	3	0	1	0	0	1	0	300	98	68	13	13	17	
1	66331546	66415244	191	12	7	8	8	4	2	1	3	1	2	3	2	173	96	62	3	3	2	
1	66415254	66479440	395	0	9	1	0	7	0	0	0	0	1	0	1	478	14	13	2	2	1	
1	66479454	66578025	235	2	47	14	0	35	5	2	0	2	9	0	9	187	14	11	3	3	1	
1	66578048	66681756	199	8	3	3	6	1	1	0	1	1	1	1	1	181	16	103	1	1	0	
1	66681792	66785391	190	8	3	2	5	1	1	2	1	1	0	1	0	170	16	101	1	1	3	
1	66785468	66899960	229	3	31	1	1	29	0	0	1	2	0	0	1	196	13	39	1	1	4	
1	66900414	67003691	197	3	31	26	1	27	24	2	0	2	2	0	1	155	18	42	1	1	0	
1	67004168	67111575	176	0	46	19	0	44	17	0	0	0	1	0	2	131	8	79	2	2	1	
1	67111850	67229763	152	6	20	28	1	16	24	2	3	3	1	2	1	97	26	166	0	0	1	
1	67229867	67331939	248	6	46	12	3	42	6	1	2	1	3	2	3	176	31	38	0	0	0	
1	67332131	67450399	244	5	44	0	4	42	0	1	0	1	0	0	0	187	24	21	1	1	0	
1	67450434	67541240	259	11	45	12	2	32	5	7	2	7	5	2	5	158	42	9	3	3	4	
1	67541286	67633110	274	6	24	13	3	17	7	2	1	2	4	1	5	298	22	27	2	2	3	
1	67633165	67717560	208	7	12	9	2	7	7	5	0	2	2	2	0	225	33	32	4	4	1	
1	67717566	67804336	172	7	5	1	4	3	0	2	1	2	0	0	0	238	65	36	27	27	6	
1	67804432	67912084	269	1	24	8	0	16	2	1	0	1	6	0	6	284	38	27	1	1	0	
1	67912188	68019312	315	9	6	1	7	3	0	2	0	1	1	0	1	244	61	129	1	1	3	
1	68019319	68116202	251	0	11	16	0	9	14	0	0	0	2	0	1	285	43	16	5	5	2	
1	68116317	68203188	255	4	6	43	2	3	39	1	0	0	3	2	2	273	17	22	0	0	2	
1	68203230	68302115	293	1	34	3	0	31	1	1	0	0	2	1	1	296	97	54	29	29	5	
1	68302149	68412755	220	10	10	19	5	6	13	1	4	2	1	3	3	190	17	52	0	0	0	
1	68412762	68495304	223	32	12	7	29	10	5	1	1	1	1	1	1	222	46	50	3	3	0	
1	68495519	68571029	218	11	11	12	7	8	8	2	2	0	2	3	1	237	86	130	2	2	1	
1	68571072	68647587	284	7	41	3	4	37	1	3	0	1	2	1	1	314	32	103	0	0	2	
1	68647594	68720548	268	42	14	2	38	12	0	1	2	2	0	2	0	286	24	127	2	2	0	
1	68720584	68789660	281	13	17	1	10	13	0	2	1	3	0	0	1	229	25	217	0	0	0	
1	68789662	68892081	303	10	48	0	7	44	0	3	0	3	0	0	0	275	35	81	4	4	3	
1	68892177	69050245	223	26	1	0	24	0	0	1	0	1	0	0	0	228	4	41	1	1	0	
1	69050451	69167745	218	8	20	2	3	16	0	3	2	4	0	0	1	174	8	28	2	2	1	
1	69167803	69245562	295	49	32	12	39	22	5	6	4	6	3	3	4	212	12	29	0	0	0	
1	69245660	69328764	222	14	9	2	11	6	1	2	1	2	0	1	0	240	156	189	22	22	50	
1	69328785	69411974	320	52	32	8	44	25	4	5	3	5	1	2	2	255	25	17	6	6	2	
1	69412091	69517947	288	3	32	0	2	31	0	1	0	0	0	0	0	276	38	11	3	3	0	
1	69517971	69608880	290	2	10	4	0	6	2	2	0	1	2	1	1	347	39	17	2	2	2	
1	69608901	69682999	317	3	2	2	1	0	0	0	2	2	0	0	1	363	37	88	2	2	1	
1	69683036	69766166	273	7	1	6	6	0	4	0	1	1	0	0	1	309	134	21	28	28	1	
1	69766305	69847747	300	4	22	2	1	16	0	3	0	3	2	0	2	332	53	19	17	17	0	
1	69847772	69946280	296	10	8	1	7	6	0	1	1	2	0	0	1	300	62	25	9	9	3	
1	69946292	70040371	283	26	9	7	20	5	4	4	2	3	1	2	0	265	19	20	1	1	0	
1	70040398	70157955	243	14	23	8	11	19	4	1	2	1	2	1	3	231	42	34	2	2	0	
1	70158009	70245198	251	7	51	16	3	45	13	4	0	3	3	1	1	188	23	51	1	1	0	
1	70245287	70330718	274	0	15	17	0	13	15	0	0	0	2	0	1	324	42	66	1	1	0	
1	70330823	70416652	261	3	11	1	1	9	0	1	1	2	0	0	0	255	47	182	5	5	6	
1	70416667	70488583	275	7	14	2	2	8	0	4	1	5	1	0	1	337	34	21	6	6	1	
1	70488630	70582261	181	5	1	14	3	0	12	1	0	0	1	2	0	240	43	21	1	1	0	
1	70582393	70672597	324	10	20	2	7	18	1	1	1	2	0	1	0	326	56	10	1	1	0	
1	70672632	70747610	253	2	23	3	0	19	0	2	0	1	3	0	2	259	107	18	4	4	1	
1	70747626	70819900	281	4	2	3	2	0	2	1	1	1	0	0	1	378	94	4	18	18	0	
1	70819928	70910296	331	5	15	7	3	10	3	2	0	0	4	2	2	397	7	5	1	1	1	
1	70910337	71000515	273	12	8	21	6	2	15	3	3	2	3	3	3	283	11	6	5	5	2	
1	71000571	71089020	224	1	15	23	0	9	18	1	0	0	5	1	4	236	10	30	2	2	0	
1	71089099	71165879	322	6	34	7	4	30	5	2	0	1	2	1	1	324	18	23	3	3	0	
1	71165919	71237730	301	1	22	4	0	18	2	1	0	1	2	0	2	355	11	157	2	2	1	
1	71237765	71303160	353	1	31	3	0	26	0	1	0	1	3	0	3	431	27	100	5	5	1	
1	71303176	71379760	273	8	25	4	5	20	0	2	0	2	3	1	3	334	50	29	2	2	0	
1	71379992	71469473	140	16	1	45	13	0	43	1	1	1	0	2	0	132	93	38	14	14	3	
1	71469479	71551821	171	13	10	0	11	9	0	1	0	1	0	0	0	178	126	75	19	19	9	
1	71551864	71643979	209	3	24	24	0	19	17	0	3	2	3	1	5	201	34	10	4	4	1	
1	71643995	71725125	145	9	6	16	6	5	12	0	3	1	0	2	1	173	174	23	34	34	1	
1	71725200	71818339	200	18	23	1	15	20	0	2	1	2	0	0	1	208	44	85	4	4	1	
1	71818373	71912815	146	0	14	1	0	12	0	0	0	0	1	0	1	146	74	188	3	3	8	
1	71912869	72010954	167	1	49	46	0	45	41	0	1	0	3	1	4	147	82	59	8	8	8	
1	72010989	72109602	219	3	11	0	2	9	0	1	0	1	0	0	0	172	27	146	0	0	1	
1	72109698	72237372	216	5	10	11	3	9	8	0	2	0	1	1	1	236	18	67	1	1	1	
1	72237475	72377752	272	0	5	0	0	4	0	0	0	0	0	0	0	289	26	56	2	2	0	
1	72377783	72514723	208	5	34	10	2	30	8	3	0	1	2	2	0	170	80	121	4	4	5	
1	72514764	72596195	92	8	25	1	6	23	0	1	1	1	0	0	1	14	128	70	4	4	3	
1	72596211	72664098	127	11	30	44	5	23	34	1	5	2	4	4	6	26	162	19	2	2	0	
1	72664099	72744214	295	4	16	2	1	13	0	2	1	2	0	1	1	384	35	44	2	2	0	
1	72744261	72834530	246	4	6	13	1	4	11	2	1	1	0	2	0	286	31	65	0	0	1	
1	72834543	72893672	319	16	0	1	14	0	0	0	1	0	0	1	0	407	26	172	6	6	3	
1	72893675	72962680	275	5	17	19	3	13	16	2	0	1	3	0	2	364	29	77	2	2	0	
1	72962836	73047257	207	23	7	6	20	3	3	2	1	3	1	0	2	242	149	16	35	35	0	
1	73047275	73156115	162	12	1	1	11	0	0	0	1	0	0	0	1	193	90	119	7	7	6	
1	73156136	73236143	229	20	16	3	19	13	1	1	0	1	1	0	2	289	61	41	12	12	1	
1	73236146	73315852	202	0	20	12	0	15	8	0	0	0	4	0	4	196	139	121	14	14	14	
1	73315899	73401734	260	10	2	31	9	0	30	1	0	1	1	0	0	342	26	38	3	3	0	
1	73401846	73506868	268	0	48	12	0	46	10	0	0	0	1	0	2	266	49	77	7	7	1	
1	73506886	73592986	251	7	12	1	4	9	0	2	0	2	1	1	0	265	41	33	3	3	1	
1	73593516	73685745	204	12	2	18	9	0	16	1	2	2	0	1	0	174	56	144	3	3	3	
1	73685747	73773358	239	3	19	0	1	16	0	2	0	2	0	0	0	218	43	130	1	1	1	
1	73773534	73877356	190	29	3	2	27	2	1	1	1	1	0	0	0	131	121	190	11	11	16	
1	73877633	73966394	159	4	5	3	2	2	1	1	1	1	1	0	2	149	60	114	3	3	4	
1	73966404	74068721	179	15	3	7	12	1	5	1	1	2	0	1	1	180	92	65	7	7	3	
1	74068748	74157642	237	17	8	1	15	6	0	1	0	1	1	0	1	292	37	38	1	1	3	
1	74157713	74235211	194	12	7	29	7	3	22	2	3	0	4	5	1	183	39	37	1	1	1	
1	74235232	74322991	247	35	25	12	33	22	9	1	0	1	2	1	2	109	32	25	1	1	0	
1	74323019	74410102	192	30	11	9	26	6	4	1	2	2	3	1	4	107	39	59	3	3	2	
1	74410334	74481298	228	22	8	1	19	4	0	3	0	2	1	0	1	238	19	47	4	4	1	
1	74481327	74541391	221	4	34	27	2	33	25	1	1	0	0	2	0	218	14	154	1	1	0	
1	74541421	74606342	227	1	0	11	0	0	10	0	0	0	0	1	0	298	36	361	2	2	3	
1	74606343	74679125	261	21	12	15	14	3	7	4	3	3	5	3	5	231	26	60	2	2	1	
1	74679270	74760137	280	1	17	8	0	14	4	0	1	0	3	1	2	326	127	52	38	38	1	
1	74760141	74840068	291	2	59	1	0	57	0	1	0	2	0	0	1	230	90	152	11	11	4	
1	74840162	74905549	268	0	3	6	0	1	5	0	0	0	1	0	1	337	49	156	3	3	1	
1	74905565	74972519	303	7	6	11	5	3	8	1	1	1	2	1	1	367	29	112	7	7	1	
1	74972523	75038119	118	1	3	4	0	2	2	0	1	0	0	1	1	150	239	21	13	13	3	
1	75038129	75113216	185	5	16	35	4	14	33	1	0	0	1	1	1	167	142	8	9	9	0	
1	75113221	75205398	229	1	18	7	0	15	4	1	0	0	3	1	1	228	29	17	1	1	1	
1	75205420	75271018	280	5	5	5	1	3	2	1	2	2	0	2	1	368	21	45	4	4	1	
1	75271028	75345357	261	7	40	1	4	36	0	2	1	3	0	0	1	207	6	70	0	0	0	
1	75345393	75414031	333	2	114	2	1	111	0	0	0	1	2	0	2	259	6	53	0	0	0	
1	75414258	75483626	282	0	11	4	0	10	2	0	0	0	1	0	1	322	135	184	33	33	46	
1	75483753	75551532	319	25	32	3	19	24	0	5	0	6	2	0	3	287	42	55	4	4	2	
1	75551618	75634153	217	17	11	3	13	7	2	3	0	3	1	1	0	181	21	127	1	1	0	
1	75634228	75694031	323	40	95	0	36	91	0	4	0	3	0	0	0	130	15	48	0	0	0	
1	75694033	75762706	285	3	4	10	2	2	8	1	0	0	2	1	0	369	38	30	2	2	0	
1	75762796	75836864	248	2	4	0	0	2	0	2	0	1	0	0	0	293	28	51	2	2	0	
1	75836876	75904597	260	38	12	4	36	10	2	1	1	1	0	1	1	217	27	59	1	1	0	
1	75904620	75984000	221	13	3	2	11	1	0	2	0	1	1	1	0	310	206	155	68	68	33	
1	75984120	76075305	211	1	20	1	0	18	0	0	1	1	0	0	1	226	197	29	10	10	0	
1	76075312	76193835	240	43	20	0	42	19	0	0	0	1	0	0	0	176	87	43	1	1	0	
1	76193921	76292581	220	36	1	16	34	0	15	1	1	1	0	0	0	235	70	32	1	1	0	
1	76292585	76380851	243	3	2	1	1	1	0	1	1	0	0	1	0	330	28	222	3	3	3	
1	76380963	76459218	201	3	17	1	2	15	0	0	0	1	1	0	1	172	99	166	0	0	11	
1	76459245	76537483	292	2	14	6	0	9	3	1	1	2	2	0	3	352	63	136	12	12	2	
1	76537484	76626829	275	11	13	2	7	10	1	3	0	2	1	1	0	289	140	89	46	46	3	
1	76626852	76733782	246	6	27	35	2	18	28	3	1	3	5	1	6	248	5	32	2	2	0	
1	76733890	76818880	333	9	26	0	5	22	0	3	0	4	0	0	0	360	21	52	7	7	4	
1	76818906	76946220	211	1	18	0	0	17	0	1	0	0	0	0	0	203	61	56	2	2	0	
1	76946284	77060940	266	0	0	0	0	0	0	0	0	0	0	0	0	370	35	275	0	0	1	
1	77060952	77182542	195	0	16	0	0	15	0	0	0	0	0	0	0	159	15	131	2	2	2	
1	77182681	77277040	246	12	7	0	10	5	0	1	0	2	0	0	0	251	65	172	4	4	0	
1	77277077	77347334	211	9	0	13	6	0	11	0	2	0	0	2	0	296	17	56	2	2	2	
1	77347420	77424322	300	6	20	10	1	14	5	3	1	3	3	2	3	339	41	18	3	3	2	
1	77424474	77485191	374	15	52	5	11	48	3	2	1	4	0	0	2	383	33	25	1	1	0	
1	77485429	77570513	283	6	19	2	4	16	0	1	1	2	1	0	1	280	20	16	1	1	0	
1	77570561	77661383	314	2	25	6	0	19	3	2	0	2	3	0	3	335	50	38	1	1	1	
1	77661427	77756446	278	3	33	3	1	31	2	1	0	1	1	1	0	263	57	101	1	1	0	
1	77756696	77861606	124	2	0	25	1	0	24	0	0	0	0	1	0	111	63	315	4	4	4	
1	77861661	77968927	321	1	1	2	0	0	0	0	1	0	1	1	0	327	63	258	3	3	3	
1	77969140	78077343	291	15	0	3	13	0	2	0	1	0	0	1	0	293	112	156	10	10	15	
1	78077359	78170635	256	0	31	0	0	30	0	0	0	0	0	0	0	235	34	105	4	4	0	
1	78170662	78243160	302	5	22	7	0	16	2	3	2	3	2	2	3	316	20	207	2	2	3	
1	78243247	78316661	309	30	55	3	20	46	0	8	2	7	1	3	0	245	37	15	1	1	1	
1	78316782	78384525	189	1	16	4	0	13	1	0	0	0	3	1	2	196	45	169	6	6	2	
1	78384552	78473813	280	5	45	13	2	38	7	1	2	2	4	1	5	200	40	184	3	3	0	
1	78473870	78534123	283	3	48	3	1	44	0	2	0	1	3	0	2	202	17	144	1	1	0	
1	78534159	78609708	243	15	34	4	14	31	3	1	0	1	1	0	1	297	123	108	56	56	11	
1	78609859	78706155	287	0	10	2	0	7	0	0	0	0	2	0	2	366	110	14	29	29	0	
1	78706560	78787967	258	20	12	2	17	10	0	1	1	1	1	2	0	280	48	115	5	5	2	
1	78787973	78877659	177	0	12	9	0	10	8	0	0	0	1	0	1	217	106	150	20	20	13	
1	78877800	78965770	273	9	38	11	7	33	7	1	1	1	3	1	3	295	51	54	4	4	1	
1	78965832	79050266	304	1	4	1	0	3	0	0	1	1	0	0	0	417	35	119	8	8	5	
1	79050271	79119272	285	1	8	7	0	4	5	1	0	1	2	0	2	360	39	39	9	9	2	
1	79119303	79210358	331	4	14	13	0	12	12	2	1	2	0	1	0	392	16	108	2	2	0	
1	79210364	79323874	271	10	0	1	8	0	0	0	1	0	0	1	0	345	13	46	2	2	1	
1	79323984	79418614	246	13	10	36	9	5	33	2	2	3	1	0	3	249	19	132	1	1	0	
1	79418746	79500262	284	2	8	5	1	6	3	0	1	0	1	1	1	305	70	207	4	4	2	
1	79500289	79590827	184	3	1	11	2	0	9	0	1	1	0	0	1	226	143	78	25	25	5	
1	79590828	79665539	261	18	18	8	11	10	4	5	2	5	2	1	3	258	87	137	11	11	3	
